epoch,accuracy,f1-score,iou_score,loss,val_accuracy,val_f1-score,val_iou_score,val_loss
0,0.8119509220123291,0.632721483707428,0.5049030780792236,0.3965994715690613,0.579484224319458,0.37913817167282104,0.25973576307296753,0.726386547088623
1,0.8757171034812927,0.787983238697052,0.6724055409431458,0.23438401520252228,0.8858487606048584,0.8021177053451538,0.6931648254394531,0.22024095058441162
2,0.8877819776535034,0.8124789595603943,0.7045923471450806,0.20749276876449585,0.8933353424072266,0.8205797672271729,0.717185378074646,0.19914934039115906
3,0.8943297863006592,0.8218096494674683,0.7183061838150024,0.19686371088027954,0.8938425779342651,0.8160404562950134,0.7116364240646362,0.20316603779792786
4,0.8982236981391907,0.829942524433136,0.7294921875,0.1879279613494873,0.8942410349845886,0.825997531414032,0.7230432033538818,0.1915159374475479
5,0.8978230357170105,0.8331130146980286,0.7323985695838928,0.18473687767982483,0.8987669944763184,0.8342970609664917,0.7342426776885986,0.18364839255809784
6,0.9018044471740723,0.8408668041229248,0.74320387840271,0.17625737190246582,0.8969936966896057,0.8347002863883972,0.7339260578155518,0.18409061431884766
7,0.9051811695098877,0.8479915857315063,0.7526780962944031,0.168324276804924,0.8986247181892395,0.8365177512168884,0.7372683882713318,0.18177925050258636
8,0.9019720554351807,0.8407940864562988,0.743448793888092,0.17632752656936646,0.8765620589256287,0.8067452907562256,0.6976933479309082,0.22278116643428802
9,0.9072285890579224,0.848907470703125,0.755213737487793,0.16710934042930603,0.8974945545196533,0.8256353139877319,0.7270753979682922,0.193962961435318
